bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price,day_bought,month_bought,year_bought,yr_diff_renovated,yr_diff_bought,sqrt_diff,sqrt_diff_15,yr_renovated_binary,basement_binary,sqft_living_log,sqft_above_log,sqft_living15_log
2,2.0,1450,989,3.0,0,0,3,9,1450,0,2014,0,98109,47.6354,-122.346,1490,1240,680000,11,9,2014,0,0,-461,-250,0,0,7.27931883541462,7.27931883541462,7.306531398939505
4,1.75,2100,6613,2.0,0,0,3,8,2100,0,1909,2004,98116,47.567,-122.385,1630,5750,750000,4,10,2014,95,105,4513,4120,1,0,7.649692623711514,7.649692623711514,7.396335293800808
4,3.25,3090,9571,2.0,0,0,3,9,2370,720,2004,0,98052,47.7058,-122.131,3630,9110,751000,24,6,2014,0,10,6481,5480,0,1,8.035926369891792,7.7706452341291765,8.196987927258897
3,3.0,3460,13129,2.0,0,0,3,9,2560,900,1988,0,98077,47.7315,-122.058,3460,12568,730000,25,9,2014,0,26,9669,9108,0,1,8.14902386805177,7.847762537473608,8.14902386805177
5,3.5,3290,5880,2.0,0,0,3,9,2670,620,2005,0,98052,47.7067,-122.119,3090,5680,762500,2,1,2015,0,10,2590,2590,0,1,8.098642843759418,7.8898337513942955,8.035926369891792
4,3.5,3000,5300,1.0,0,0,5,7,1780,1220,1949,0,98115,47.6748,-122.279,1360,5450,760000,8,1,2015,0,66,2300,4090,0,1,8.006367567650246,7.484368643286131,7.215239978730097
4,2.5,2590,8571,2.0,0,0,3,9,2590,0,1988,0,98052,47.691,-122.105,2360,8155,781000,13,4,2015,0,27,5981,5795,0,0,7.859413154693583,7.859413154693583,7.7664168980196555
3,2.5,1850,1330,2.5,0,0,3,9,1560,290,2004,0,98115,47.6831,-122.325,1810,2071,827000,28,4,2015,0,11,-520,261,0,1,7.52294091807237,7.352441100243583,7.501082124259871
4,2.5,3280,5232,2.0,0,0,3,7,3280,0,2004,0,98053,47.6798,-122.033,2600,5080,671300,24,2,2015,0,11,1952,2480,0,0,8.09559870137819,8.09559870137819,7.8632667240095735
4,2.5,2095,4569,2.0,0,0,3,9,2095,0,2002,0,98052,47.6603,-122.087,2095,4385,670000,20,1,2015,0,13,2474,2290,0,0,7.647308832356238,7.647308832356238,7.647308832356238
3,2.5,2730,5832,2.0,0,0,3,9,2730,0,1998,0,98005,47.6216,-122.161,2360,5832,1000000,2,6,2014,0,16,3102,3472,0,0,7.912056888179006,7.912056888179006,7.7664168980196555
3,2.0,2320,10960,1.0,0,0,3,7,1510,810,1956,0,98005,47.6157,-122.174,2160,10960,657500,10,7,2014,0,58,8640,8800,0,1,7.749322464660356,7.31986492980897,7.67786350067821
3,1.5,1840,9990,2.0,0,0,5,8,1840,0,1961,0,98177,47.7145,-122.369,2100,12474,686000,2,6,2014,0,53,8150,10374,0,0,7.517520850603031,7.517520850603031,7.649692623711514
5,3.0,2830,7500,2.0,0,0,3,9,2460,370,1923,0,98105,47.6579,-122.277,2900,5000,1240000,10,6,2014,0,91,4670,2100,0,1,7.948031990637284,7.807916628926408,7.9724660159745655
4,2.75,2460,9520,1.0,0,1,3,8,1680,780,1976,0,98034,47.7021,-122.233,2380,9600,704111,10,3,2015,0,39,7060,7220,0,1,7.807916628926408,7.426549072397305,7.77485576666552
4,3.5,3470,8580,2.0,0,0,3,11,2500,970,2007,0,98199,47.6433,-122.403,1940,7920,1450000,1,4,2015,0,8,5110,5980,0,1,8.151909872940905,7.824046010856292,7.570443252057374
4,3.0,3250,2760,2.5,0,0,3,8,2420,830,1905,2007,98122,47.6104,-122.303,1260,2780,863500,28,4,2015,102,110,-490,1520,1,1,8.086410275323782,7.791522819150732,7.138866999945524
3,3.0,2090,7440,1.5,0,0,5,7,1290,800,1922,0,98103,47.6891,-122.331,1570,4960,700000,24,12,2014,0,92,5350,3390,0,1,7.644919344958857,7.162397497355718,7.358830898342354
3,2.5,2580,8154,1.0,0,0,3,10,2090,490,1956,1997,98177,47.7259,-122.361,1660,8155,699000,22,7,2014,41,58,5574,6495,1,1,7.855544677915663,7.644919344958857,7.414572881350589
4,2.5,3160,16564,2.0,0,0,3,10,3160,0,1987,0,98074,47.6365,-122.04,3160,12415,795000,17,7,2014,0,27,13404,9255,0,0,8.058327306580958,8.058327306580958,8.058327306580958
3,2.5,2110,9773,1.0,0,0,3,9,2110,0,1986,0,98006,47.5628,-122.115,2560,11787,780000,17,3,2015,0,29,7663,9227,0,0,7.6544432264701125,7.6544432264701125,7.847762537473608
4,2.5,2620,4400,2.0,0,0,3,9,2620,0,2004,0,98029,47.5524,-121.991,2640,4554,742500,28,4,2015,0,11,1780,1914,0,0,7.8709295967551425,7.8709295967551425,7.878534196140362
4,2.5,2570,9086,2.0,0,0,3,9,2570,0,1999,0,98074,47.6373,-122.064,2760,6733,670000,1,8,2014,0,15,6516,3973,0,0,7.851661177889265,7.851661177889265,7.9229859587111955
4,3.5,3010,6202,2.0,0,0,3,9,3010,0,2005,0,98029,47.5533,-121.993,2520,5001,769000,26,1,2015,0,10,3192,2481,0,0,8.009695357742922,8.009695357742922,7.832014180505469
4,2.5,3030,8335,2.0,0,0,3,10,3030,0,1992,0,98075,47.578,-122.056,2850,8678,740000,1,4,2015,0,23,5305,5828,0,0,8.016317898503415,8.016317898503415,7.955074273262696
4,2.5,2940,14071,2.0,0,0,3,9,2940,0,1986,0,98029,47.5627,-122.018,2670,10982,675000,19,12,2014,0,28,11131,8312,0,0,7.986164860332727,7.986164860332727,7.8898337513942955
5,2.75,3360,9200,2.0,0,0,3,9,3360,0,2014,0,98011,47.7754,-122.173,3360,9713,738515,9,9,2014,0,0,5840,6353,0,0,8.11969625295725,8.11969625295725,8.11969625295725
4,2.25,2740,11343,1.0,0,2,5,10,1980,760,1953,0,98125,47.7117,-122.278,2790,10027,1040000,1,5,2015,0,62,8603,7237,0,1,7.9157131993821155,7.590852123688581,7.933796874815411
5,3.0,3320,5354,2.0,0,0,3,9,3320,0,2004,0,98103,47.6542,-122.331,2330,4040,1700000,14,5,2015,0,11,2034,1710,0,0,8.107720061910534,8.107720061910534,7.753623546559746
4,2.75,3100,10245,2.0,0,0,3,10,3100,0,1999,0,98052,47.6858,-122.107,3140,9028,792000,19,8,2014,0,15,7145,5888,0,0,8.039157390473237,8.039157390473237,8.0519780789023
3,3.0,2800,5800,1.0,0,0,3,9,1580,1220,1953,2010,98199,47.6493,-122.413,2580,5800,1030000,23,3,2015,57,62,3000,3220,1,1,7.937374696163295,7.365180126021013,7.855544677915663
3,2.25,1130,4445,1.5,0,0,4,8,1130,0,1930,0,98117,47.6845,-122.375,1330,4445,672000,8,4,2015,0,85,3315,3115,0,0,7.029972911706386,7.029972911706386,7.1929342212158
4,1.0,1330,9729,1.0,0,0,3,6,1330,0,1952,0,98004,47.6223,-122.208,2920,10353,1050000,4,2,2015,0,63,8399,7433,0,0,7.1929342212158,7.1929342212158,7.979338895262328
4,2.5,3710,7491,2.0,0,0,3,9,3710,0,2003,0,98029,47.5596,-122.016,3040,7491,846450,27,4,2015,0,12,3781,4451,0,0,8.21878715560148,8.21878715560148,8.019612794400267
4,2.5,2670,4410,2.0,0,0,3,8,2670,0,1999,0,98075,47.5978,-122.038,2670,4410,668000,21,7,2014,0,15,1740,1740,0,0,7.8898337513942955,7.8898337513942955,7.8898337513942955
4,2.5,2930,8641,2.0,0,0,3,8,2930,0,2010,0,98034,47.7199,-122.246,2120,11175,750000,27,4,2015,0,5,5711,9055,0,0,7.982757702011113,7.982757702011113,7.659171367666058
5,1.75,2290,4320,2.0,0,0,3,7,1980,310,1928,0,98105,47.664,-122.31,2870,4320,848000,26,3,2015,0,87,2030,1450,0,1,7.736307096548285,7.590852123688581,7.962067308753666
3,1.5,2510,3600,2.5,0,0,4,8,2510,0,1907,0,98112,47.6195,-122.313,1740,1885,675000,24,9,2014,0,107,1090,145,0,0,7.828038032125829,7.828038032125829,7.461640392208575
3,2.5,1420,1438,2.0,0,0,3,9,1280,140,2003,0,98102,47.6265,-122.323,1490,1439,670000,10,7,2014,0,11,18,-51,0,1,7.258412150595307,7.154615356913663,7.306531398939505
4,2.75,2730,3560,1.5,0,0,3,8,1550,1180,1921,2007,98115,47.6737,-122.304,1860,3560,885000,19,5,2014,86,93,830,1700,1,1,7.912056888179006,7.346010209913293,7.528331766707247
3,2.5,2280,12746,1.0,0,0,4,8,1490,790,1973,0,98005,47.6362,-122.175,2100,12746,760000,14,1,2015,0,42,10466,10646,0,1,7.731930721948486,7.306531398939505,7.649692623711514
4,1.75,2440,7475,1.0,0,0,4,9,2040,400,1969,0,98052,47.6339,-122.096,2040,8480,675000,17,2,2015,0,46,5035,6440,0,1,7.799753318287247,7.620705086838262,7.620705086838262
3,2.5,1680,2000,3.0,0,0,3,9,1680,0,1909,1998,98105,47.6604,-122.29,1950,5000,670000,5,5,2014,89,105,320,3050,1,0,7.426549072397305,7.426549072397305,7.575584651557793
3,3.25,3330,15093,2.5,0,0,3,9,3330,0,1988,0,98040,47.5395,-122.242,4340,20031,950000,14,7,2014,0,26,11763,15691,0,0,8.110727582974489,8.110727582974489,8.375629627094451
2,2.0,1880,5400,1.5,0,0,3,8,1880,0,1902,0,98112,47.6238,-122.311,1590,5400,751750,27,5,2014,0,112,3520,3810,0,0,7.539027055823995,7.539027055823995,7.371489295214277
4,2.5,2990,5280,2.0,0,0,3,9,2210,780,2003,0,98027,47.5353,-122.066,2990,6299,760000,9,9,2014,0,11,2290,3309,0,1,8.003028666384733,7.700747794511798,8.003028666384733
4,2.5,2720,10000,2.0,0,0,3,10,2720,0,1987,0,98074,47.6293,-122.051,2720,10020,665000,2,6,2014,0,27,7280,7300,0,0,7.908387159290043,7.908387159290043,7.908387159290043
3,1.75,1740,3060,1.0,0,0,5,8,950,790,1930,2014,98115,47.6816,-122.31,1800,3960,733000,15,8,2014,84,84,1320,2160,1,1,7.461640392208575,6.856461984594587,7.495541943884256
3,2.5,3570,15151,1.0,0,0,4,8,2400,1170,1981,0,98177,47.7475,-122.364,3140,14375,935000,2,4,2015,0,34,11581,11235,0,1,8.180320874773685,7.783224016336037,8.0519780789023
3,2.5,2000,1950,3.0,0,0,3,8,2000,0,2005,0,98109,47.6476,-122.356,1560,1340,755000,11,12,2014,0,9,-50,-220,0,0,7.600902459542082,7.600902459542082,7.352441100243583
4,2.5,3520,12193,2.0,0,0,4,10,3520,0,1993,0,98027,47.5535,-122.095,3470,11318,905000,24,7,2014,0,21,8673,7848,0,0,8.166216268592143,8.166216268592143,8.151909872940905
4,3.5,2820,7809,2.0,0,0,3,10,2820,0,1995,0,98004,47.622,-122.195,2630,7904,1450000,27,3,2015,0,20,4989,5274,0,0,7.944492163932159,7.944492163932159,7.874739125171811
4,2.5,2110,7291,2.0,0,0,4,7,2110,0,1977,0,98033,47.6888,-122.201,2350,8625,670000,3,3,2015,0,38,5181,6275,0,0,7.6544432264701125,7.6544432264701125,7.762170607138205
4,2.5,2620,7328,2.0,0,0,3,8,2620,0,1983,0,98118,47.5514,-122.263,1670,5080,852000,20,3,2015,0,32,4708,3410,0,0,7.8709295967551425,7.8709295967551425,7.4205789054108005
3,1.5,2310,3360,1.5,0,0,3,8,1790,520,1926,0,98119,47.6431,-122.359,1930,4320,817000,28,10,2014,0,88,1050,2390,0,1,7.745002803515839,7.489970898834801,7.5652752818989315
5,4.0,2980,4500,1.5,0,0,3,7,2070,910,1921,0,98115,47.6736,-122.323,1560,4225,842500,15,11,2014,0,93,1520,2665,0,1,7.9996785794994505,7.635303886259415,7.352441100243583
5,4.0,2980,4500,1.5,0,0,3,7,2070,910,1921,0,98115,47.6736,-122.323,1560,4225,850000,11,4,2015,0,94,1520,2665,0,1,7.9996785794994505,7.635303886259415,7.352441100243583
4,4.0,3610,12811,2.0,0,0,3,10,3610,0,2000,0,98075,47.5812,-121.993,3530,11783,870000,22,9,2014,0,14,9201,8253,0,0,8.191463051326927,8.191463051326927,8.169053149927343
4,2.5,2920,6000,2.0,0,4,3,9,2920,0,2004,0,98065,47.5333,-121.859,3100,6001,675000,3,12,2014,0,10,3080,2901,0,0,7.979338895262328,7.979338895262328,8.039157390473237
5,2.0,2000,4211,1.5,0,2,4,7,1280,720,1908,0,98112,47.6283,-122.301,1680,4000,690500,25,6,2014,0,106,2211,2320,0,1,7.600902459542082,7.154615356913663,7.426549072397305
5,2.0,2310,13430,1.5,0,0,4,8,2310,0,1966,0,98004,47.6395,-122.203,2810,13906,850000,10,7,2014,0,48,11120,11096,0,0,7.745002803515839,7.745002803515839,7.940939762327791
3,2.0,2560,6800,1.0,0,1,4,8,1380,1180,1952,0,98136,47.5506,-122.395,1780,6800,695000,22,4,2015,0,63,4240,5020,0,1,7.847762537473608,7.22983877815125,7.484368643286131
4,3.5,2600,5100,2.0,0,0,3,8,1820,780,2003,0,98117,47.6948,-122.395,2000,6720,722500,18,9,2014,0,11,2500,4720,0,1,7.8632667240095735,7.506591780070841,7.600902459542082
4,2.0,3140,10875,1.0,0,1,3,7,1940,1200,1939,1969,98199,47.6656,-122.406,3300,10080,775000,13,6,2014,30,75,7735,6780,1,1,8.0519780789023,7.570443252057374,8.101677747454572
4,2.5,2810,4922,2.0,0,0,3,9,2810,0,2005,0,98074,47.614,-122.041,2920,4922,702000,4,3,2015,0,10,2112,2002,0,0,7.940939762327791,7.940939762327791,7.979338895262328
3,1.5,1790,4800,1.5,0,0,3,8,1790,0,1912,0,98119,47.6332,-122.362,1780,3600,940000,16,4,2015,0,103,3010,1820,0,0,7.489970898834801,7.489970898834801,7.484368643286131
3,3.25,2620,7215,1.0,0,0,4,8,1770,850,1980,0,98004,47.5836,-122.2,2180,8931,900000,8,8,2014,0,34,4595,6751,0,1,7.8709295967551425,7.478734825567875,7.687080155783135
3,2.0,2250,2975,2.0,0,0,4,9,1880,370,1905,0,98112,47.6289,-122.309,2690,4800,950000,27,8,2014,0,109,725,2110,0,1,7.718685495198466,7.539027055823995,7.897296472595885
4,1.75,2000,3988,1.0,0,4,4,7,1000,1000,1958,0,98116,47.5925,-122.391,1690,4144,810000,9,7,2014,0,56,1988,2454,0,1,7.600902459542082,6.907755278982137,7.432483807917119
5,3.5,3210,4060,2.0,0,2,3,10,2290,920,1917,2003,98117,47.6801,-122.357,1940,5000,1290000,10,9,2014,86,97,850,3060,1,1,8.07402621612406,7.736307096548285,7.570443252057374
5,3.5,3600,9312,2.0,0,3,3,10,2680,920,2005,0,98052,47.6582,-122.122,3420,9860,817500,9,10,2014,0,9,5712,6440,0,1,8.1886891244442,7.893572073504902,8.13739583005665
3,3.25,3780,10623,1.0,0,1,3,11,2650,1130,1999,0,98006,47.5506,-122.101,3850,11170,1150000,16,9,2014,0,15,6843,7320,0,1,8.237479288613633,7.882314918980268,8.25582842728183
3,2.5,2290,3475,2.0,0,0,3,9,2290,0,2006,0,98029,47.5551,-122.001,2340,3626,653000,2,6,2014,0,8,1185,1286,0,0,7.736307096548285,7.736307096548285,7.757906208351747
4,2.75,3370,12447,2.0,0,0,3,10,3370,0,1991,0,98077,47.7309,-122.058,3700,13129,760000,4,6,2014,0,23,9077,9429,0,0,8.122668023346407,8.122668023346407,8.216088098632316
4,1.75,2090,5050,1.0,0,0,4,7,1090,1000,1916,0,98117,47.6802,-122.358,1760,5000,775000,25,11,2014,0,98,2960,3240,0,1,7.644919344958857,6.993932975223189,7.473069088032197
4,2.5,3560,13981,2.0,0,0,3,10,3560,0,2000,0,98075,47.6002,-121.98,3840,13624,865000,14,4,2015,0,15,10421,9784,0,0,8.177515823846075,8.177515823846075,8.253227645581772
3,4.5,3950,6134,2.0,0,3,3,11,2880,1070,1998,0,98199,47.6413,-122.405,3050,5281,1930000,5,12,2014,0,16,2184,2231,0,1,8.281470857895167,7.965545573129992,8.022896869601457
3,3.25,3450,15586,2.0,0,0,3,11,2690,760,1989,0,98166,47.4294,-122.343,3560,15046,755000,31,12,2014,0,25,12136,11486,0,1,8.146129510025405,7.897296472595885,8.177515823846075
3,2.5,1300,5150,1.5,0,0,4,7,1300,0,1920,0,98117,47.6838,-122.362,1400,4017,690000,23,7,2014,0,94,3850,2617,0,0,7.170119543449628,7.170119543449628,7.24422751560335
4,1.75,2320,3825,1.5,0,0,5,8,1820,500,1926,0,98105,47.6659,-122.327,1940,3825,941000,24,6,2014,0,88,1505,1885,0,1,7.749322464660356,7.506591780070841,7.570443252057374
4,1.5,2060,16110,1.0,0,0,4,8,2060,0,1949,0,98004,47.5983,-122.202,2060,16110,815000,29,7,2014,0,65,14050,14050,0,0,7.630461261783627,7.630461261783627,7.630461261783627
4,3.0,3330,6990,1.5,0,3,5,9,2330,1000,1928,0,98144,47.5886,-122.287,2620,5310,1240000,8,9,2014,0,86,3660,2690,0,1,8.110727582974489,7.753623546559746,7.8709295967551425
3,1.0,1175,10454,1.0,0,0,4,6,1175,0,1949,0,98004,47.6388,-122.218,2010,10800,775000,21,7,2014,0,65,9279,8790,0,0,7.069023426578259,7.069023426578259,7.605890001053122
4,3.5,2980,6349,2.0,0,3,3,9,2980,0,1998,0,98033,47.6819,-122.208,2870,6349,1340000,30,1,2015,0,17,3369,3479,0,0,7.9996785794994505,7.9996785794994505,7.962067308753666
3,2.75,2850,14800,1.0,0,0,4,9,1920,930,1976,0,98006,47.559,-122.146,3300,10809,775000,26,6,2014,0,38,11950,7509,0,1,7.955074273262696,7.560080465021827,8.101677747454572
4,3.25,3300,15907,2.0,0,0,5,10,3300,0,1985,0,98040,47.5413,-122.216,2740,11358,1350000,9,6,2014,0,29,12607,8618,0,0,8.101677747454572,8.101677747454572,7.9157131993821155
3,2.0,1840,2825,1.0,0,0,3,7,1040,800,1920,0,98112,47.6428,-122.302,1820,3750,750000,30,4,2015,0,95,985,1930,0,1,7.517520850603031,6.946975992135418,7.506591780070841
3,2.75,2600,5875,1.5,0,2,5,8,1600,1000,1929,0,98116,47.5773,-122.406,2260,5492,805000,26,6,2014,0,85,3275,3232,0,1,7.8632667240095735,7.3777589082278725,7.723120092266331
2,2.5,2170,7546,1.0,0,0,3,8,2170,0,2007,0,98053,47.7242,-122.032,2170,7083,745000,6,4,2015,0,8,5376,4913,0,0,7.682482446534506,7.682482446534506,7.682482446534506
3,3.0,3420,7826,2.0,0,0,4,8,2430,990,1939,0,98144,47.5873,-122.29,980,6300,908800,20,10,2014,0,75,4406,5320,0,1,8.13739583005665,7.795646536334594,6.887552571664617
3,2.5,2200,3000,2.0,0,0,3,9,1530,670,2002,0,98109,47.6451,-122.35,2200,3300,740000,29,10,2014,0,12,800,1100,0,1,7.696212639346407,7.333023014386481,7.696212639346407
3,1.5,1710,4000,2.0,0,0,3,8,1710,0,1926,0,98116,47.5714,-122.385,1910,4000,675000,13,4,2015,0,89,2290,2090,0,0,7.444248649496705,7.444248649496705,7.554858521040676
3,2.5,2890,7027,2.0,0,0,3,8,2890,0,2004,0,98074,47.6111,-122.009,2890,7197,715000,24,9,2014,0,10,4137,4307,0,0,7.969011781106478,7.969011781106478,7.969011781106478
4,2.5,2990,5400,2.0,0,0,3,8,2990,0,2005,0,98074,47.6122,-122.009,2890,6538,675000,22,4,2015,0,10,2410,3648,0,0,8.003028666384733,8.003028666384733,7.969011781106478
4,3.5,3840,4000,2.0,0,0,3,8,2640,1200,2001,0,98105,47.6642,-122.291,1620,4000,829900,23,2,2015,0,14,160,2380,0,1,8.253227645581772,7.878534196140362,7.3901814282264295
4,3.5,3780,7769,2.0,0,0,3,9,3110,670,2001,0,98052,47.691,-122.129,3310,7945,782000,2,1,2015,0,14,3989,4635,0,1,8.237479288613633,8.04237800517328,8.104703468371108
5,3.5,3490,9680,2.0,0,4,3,9,2460,1030,1980,0,98177,47.7757,-122.391,3080,13489,941500,3,6,2014,0,34,6190,10409,0,1,8.157657015196472,7.807916628926408,8.03268487596762
4,2.25,2410,4250,1.5,0,0,5,7,1460,950,1929,0,98117,47.6849,-122.376,1360,5074,735000,9,4,2015,0,86,1840,3714,0,1,7.787382026484701,7.286191714702382,7.215239978730097
4,2.5,2540,6491,2.0,0,0,3,8,2540,0,1997,0,98008,47.6363,-122.117,1990,8447,750000,6,2,2015,0,18,3951,6457,0,0,7.8399193600125825,7.8399193600125825,7.595889917718538
3,2.5,2510,6320,2.0,0,0,3,9,2510,0,1996,0,98075,47.5868,-122.033,2518,5819,659000,10,6,2014,0,18,3810,3301,0,0,7.828038032125829,7.828038032125829,7.831220214604293
4,2.5,2190,6300,1.0,0,3,3,7,1240,950,1960,0,98033,47.6918,-122.216,2730,14659,1100000,4,5,2015,0,55,4110,11929,0,1,7.691656822810547,7.122866658599083,7.912056888179006
5,4.0,3400,5000,2.0,0,0,3,8,2320,1080,1900,2013,98107,47.6655,-122.363,1910,5000,870000,8,8,2014,113,114,1600,3090,1,1,8.131530710604252,7.749322464660356,7.554858521040676
3,2.5,2830,9680,2.0,0,0,3,10,2830,0,1991,0,98074,47.6249,-122.024,2970,8691,710000,17,8,2014,0,23,6850,5721,0,0,7.948031990637284,7.948031990637284,7.996317231796746
4,2.5,3150,4203,2.0,0,0,3,9,3150,0,2002,0,98033,47.688,-122.164,3150,5169,815000,3,7,2014,0,12,1053,2019,0,0,8.055157731819678,8.055157731819678,8.055157731819678
4,2.5,2440,6733,2.0,0,0,3,9,2440,0,1999,0,98074,47.6374,-122.064,2570,6496,769000,29,4,2015,0,16,4293,3926,0,0,7.799753318287247,7.799753318287247,7.851661177889265
5,2.5,2530,10190,1.0,0,0,4,7,1290,1240,1960,0,98008,47.616,-122.115,2040,8560,657000,26,8,2014,0,54,7660,6520,0,1,7.835974581721566,7.162397497355718,7.620705086838262
3,1.75,2240,10578,2.0,0,0,5,8,1550,690,1923,0,98115,47.6954,-122.292,1570,10578,750000,2,5,2014,0,91,8338,9008,0,1,7.7142311448490855,7.346010209913293,7.358830898342354
4,2.5,2730,4385,2.0,0,0,3,8,2730,0,2001,0,98075,47.5975,-122.038,2670,4644,712000,21,4,2015,0,14,1655,1974,0,0,7.912056888179006,7.912056888179006,7.8898337513942955
4,2.5,2430,6325,2.0,0,0,4,8,2020,410,1919,0,98109,47.6413,-122.354,2340,4375,990000,18,8,2014,0,95,3895,2035,0,1,7.795646536334594,7.61085279039525,7.757906208351747
4,2.75,3350,6500,2.0,0,0,3,10,3350,0,1999,0,98075,47.5838,-122.027,2960,6970,739999,22,4,2015,0,16,3150,4010,0,0,8.116715624819111,8.116715624819111,7.992944547318106
3,2.0,1980,3525,1.5,0,0,4,8,1590,390,1932,0,98117,47.6847,-122.368,1760,3760,703300,15,1,2015,0,83,1545,2000,0,1,7.590852123688581,7.371489295214277,7.473069088032197
3,2.5,1670,8023,1.0,0,0,5,7,1170,500,1960,0,98008,47.615,-122.117,1960,8964,696000,23,4,2015,0,55,6353,7004,0,1,7.4205789054108005,7.064759027791802,7.580699752224563
4,3.25,3930,10929,2.0,0,0,3,10,3930,0,2006,0,98004,47.6259,-122.194,1780,9999,1880000,3,7,2014,0,8,6999,8219,0,0,8.276394704863307,8.276394704863307,7.484368643286131
4,1.0,3410,5000,2.0,0,0,5,8,2190,1220,1910,0,98144,47.5807,-122.291,2550,5000,1040000,8,5,2014,0,104,1590,2450,0,1,8.134467570277563,7.691656822810547,7.843848638152472
4,2.0,2450,5000,2.0,0,4,5,8,2200,250,1919,0,98116,47.5619,-122.405,2360,6090,969000,5,8,2014,0,95,2550,3730,0,1,7.803843303538772,7.696212639346407,7.7664168980196555
3,2.5,2510,4600,2.0,0,2,3,10,2510,0,2006,0,98034,47.7051,-122.223,2560,7500,1190000,1,10,2014,0,8,2090,4940,0,0,7.828038032125829,7.828038032125829,7.847762537473608
4,2.5,3090,12511,2.0,0,0,4,10,3090,0,1998,0,98075,47.5932,-121.983,3100,10882,780000,16,12,2014,0,16,9421,7782,0,0,8.035926369891792,8.035926369891792,8.039157390473237
5,2.75,3831,13800,2.0,1,4,3,9,3831,0,1959,1980,98040,47.5919,-122.251,3850,36563,2700000,24,6,2014,21,55,9969,32713,1,0,8.25088114470065,8.25088114470065,8.25582842728183
4,1.75,1790,8372,1.0,0,0,4,8,1340,450,1976,0,98033,47.6605,-122.189,2180,10500,809000,2,4,2015,0,39,6582,8320,0,1,7.489970898834801,7.200424892944957,7.687080155783135
4,2.5,3510,13100,2.0,0,0,4,10,3510,0,1966,0,98040,47.5306,-122.227,3230,12745,1260000,9,4,2015,0,49,9590,9515,0,0,8.163371316459912,8.163371316459912,8.080237416216702
3,3.0,4040,7200,1.5,0,2,4,9,3340,700,1930,0,98112,47.6288,-122.284,3450,10800,2250000,26,3,2015,0,85,3160,7350,0,1,8.303999970955196,8.113726085970747,8.146129510025405
4,1.75,2360,6000,1.0,0,0,3,7,1280,1080,1955,0,98109,47.6465,-122.357,1700,3460,700000,25,3,2015,0,60,3640,1760,0,1,7.7664168980196555,7.154615356913663,7.438383530044307
5,2.5,3320,9024,2.0,0,0,3,9,3320,0,1999,0,98075,47.5865,-122.056,3320,7665,800000,16,9,2014,0,15,5704,4345,0,0,8.107720061910534,8.107720061910534,8.107720061910534
4,3.25,3330,7809,2.0,0,0,3,9,3330,0,2004,0,98075,47.5977,-121.976,3100,6465,830000,27,3,2015,0,11,4479,3365,0,0,8.110727582974489,8.110727582974489,8.039157390473237
3,3.25,4030,12765,2.0,0,0,4,9,2800,1230,1975,0,98005,47.6331,-122.166,2670,13447,890000,14,7,2014,0,39,8735,10777,0,1,8.301521654940728,7.937374696163295,7.8898337513942955
2,1.0,1050,8750,1.0,0,0,4,7,1050,0,1951,0,98004,47.6294,-122.215,3360,20115,800000,13,8,2014,0,63,7700,16755,0,0,6.956545443151569,6.956545443151569,8.11969625295725
3,2.0,1890,12017,1.0,0,2,3,8,1890,0,1949,0,98004,47.6203,-122.21,2000,12210,1430000,3,3,2015,0,66,10127,10210,0,0,7.5443321080536885,7.5443321080536885,7.600902459542082
4,1.5,1910,5000,1.5,0,0,3,7,1610,300,1912,0,98105,47.6597,-122.29,2170,5000,657500,18,9,2014,0,102,3090,2830,0,1,7.554858521040676,7.383989457978509,7.682482446534506
4,2.75,3090,16538,3.0,0,0,4,8,2590,500,1919,1987,98116,47.5803,-122.403,1500,5130,1000000,17,7,2014,68,95,13448,3630,1,1,8.035926369891792,7.859413154693583,7.313220387090301
3,1.0,1270,6500,1.0,0,0,4,7,1270,0,1956,0,98033,47.6874,-122.214,2260,7200,765000,3,2,2015,0,59,5230,4940,0,0,7.146772179452637,7.146772179452637,7.723120092266331
4,1.0,1720,4410,1.5,0,2,3,7,1720,0,1928,0,98117,47.6791,-122.402,2140,4500,772500,3,3,2015,0,87,2690,2360,0,0,7.450079569807499,7.450079569807499,7.668561108015897
5,2.5,2870,16238,2.0,0,0,4,8,2870,0,1962,0,98039,47.6308,-122.238,2870,16238,1560000,26,11,2014,0,52,13368,13368,0,0,7.962067308753666,7.962067308753666,7.962067308753666
4,2.5,3210,8532,2.0,0,0,3,10,3210,0,1998,0,98007,47.625,-122.144,2950,6753,915000,12,8,2014,0,16,5322,3803,0,0,8.07402621612406,8.07402621612406,7.989560449333865
